Latitude,Longitude,Foursquare Name,Distance,Popularity,Rating,Price
45.516926210319546,-73.56425732374191,"0                                   La Maison Smith
1                                             Cadet
2                                     Bouillon Bilk
3                 La Maison Symphonique de Montréal
4     Bibliothèque et Archives nationales du Québec
5          Salle Wilfrid Pelletier - Place des Arts
6                                         L'Express
7                              Le Club Espresso Bar
8                                     Café Nocturne
9                                   Mamie Clafoutis
10                             Randolph Pub Ludique
11                  Maison de Thé Camellia Sinensis
12                                          Usine C
13                                           Renard
14                            Bar le Mal Nécessaire
15                        Pourquoi Pas Espresso Bar
16                           Les Chocolats de Chloé
17                                La Vieille Europe
18                                Monument-National
19                               Square Saint-Louis
20                                 La Capital Tacos
21                                    Boutique 1861
22                                       La Diperie
23                                        Starbucks
24                                Au Pied de Cochon
25                                        Le Mousso
26                                        Café Lulu
27                                        Le 4e Mur
28                                    Vua Sandwichs
29                          Bistro le Passe Compose
30                                          Benelux
31                          Cinémathèque Québécoise
32                                    Saint-Houblon
33                                    Rachelle-Béry
34                                          Arepera
35                              La Mie Matinale Inc
36                                           O'Thym
37                                            Eva B
38                            Boulangerie Bocadillo
39    Bibliothèque et Archives nationales du Québec
40                             McKibbin's Irish Pub
41                                          My Canh
42                          Rebel Brasserie Urbaine
43                                   Mai Xiang Yuan
44                                        Café Osmo
45                                   Montreal Impro
46                                       Le Central
47                  Grenade - Resto-bar et terrasse
48                        SAQ-St-Laurent - des Pins
49                                      Archambault
Name: name, dtype: object","0     749
1     741
2     675
3     851
4     235
5     962
6     876
7     694
8     766
9     505
10    145
11    244
12    644
13    718
14    961
15    504
16    992
17    982
18    868
19    439
20    963
21    796
22    792
23    738
24    988
25    359
26    475
27    132
28    283
29    682
30    966
31    372
32    301
33    614
34    647
35    848
36    488
37    642
38    801
39    852
40    677
41    977
42    916
43    996
44    717
45    818
46    810
47    955
48    865
49    432
Name: distance, dtype: int64","0     0.302754
1     0.981131
2     0.971504
3     0.986655
4     0.997731
5     0.995947
6     0.970163
7     0.964040
8     0.960928
9     0.974074
10    0.941624
11    0.403191
12    0.962998
13    0.982352
14    0.981667
15    0.957910
16    0.806426
17    0.931698
18    0.959858
19    0.991807
20    0.977528
21    0.972846
22    0.920258
23    0.989667
24    0.957610
25    0.958495
26    0.957346
27    0.966045
28    0.957068
29    0.972582
30    0.989988
31    0.970498
32    0.984992
33    0.963583
34    0.963433
35    0.942488
36    0.968300
37    0.981988
38    0.960993
39    0.929171
40    0.987718
41    0.926474
42    0.893639
43    0.960686
44    0.984072
45    0.946962
46    0.994077
47    0.963455
48    0.969035
49    0.987704
Name: popularity, dtype: float64","0     9.5
1     9.5
2     9.4
3     9.4
4     9.2
5     9.2
6     9.1
7     9.1
8     9.1
9     9.0
10    9.0
11    9.0
12    8.9
13    8.9
14    8.8
15    8.8
16    8.8
17    8.8
18    8.8
19    8.7
20    8.7
21    8.6
22    8.6
23    8.6
24    8.6
25    8.5
26    8.5
27    8.5
28    8.5
29    8.5
30    8.5
31    8.4
32    8.3
33    8.3
34    8.3
35    8.3
36    8.3
37    8.2
38    8.2
39    8.2
40    8.2
41    8.1
42    8.1
43    8.1
44    8.1
45    8.1
46    8.0
47    8.0
48    8.0
49    8.0
Name: rating, dtype: float64","0     1.0
1     NaN
2     3.0
3     NaN
4     NaN
5     NaN
6     3.0
7     1.0
8     1.0
9     2.0
10    2.0
11    2.0
12    NaN
13    3.0
14    3.0
15    1.0
16    NaN
17    NaN
18    NaN
19    NaN
20    1.0
21    NaN
22    1.0
23    2.0
24    3.0
25    NaN
26    1.0
27    3.0
28    1.0
29    1.0
30    1.0
31    NaN
32    3.0
33    NaN
34    1.0
35    1.0
36    3.0
37    NaN
38    2.0
39    NaN
40    2.0
41    2.0
42    3.0
43    1.0
44    1.0
45    NaN
46    NaN
47    2.0
48    NaN
49    NaN
Name: price, dtype: float64"
45.55321884238814,-73.53978216648102,"0                                    La Boutique Arhoma
1                                           Hélicoptère
2                 L'Espace Public-Brasseurs de Quartier
3                          Le Bièrologue - le Vinologue
4                      Maison de la culture Maisonneuve
5                                      Bagatelle Bistro
6                                              Heirloom
7                                            Hoche Café
8                                           Les Affamés
9                                            État-Major
10                                        L'Olive Noire
11                 Les gourmandises de Marie-Antoinette
12                                          Atomic Cafe
13                              Boucherie Beau-Bien Inc
14                                     Poutine Centrale
15                        Fromagerie Marche Maisonneuve
16                                       Fusion Express
17                        Mercier-Hochelaga-Maisonneuve
18                                        Vélo Espresso
19                                         Madame Smith
20                                   Bistro le Ste-Cath
21                                          Hoche Glacé
22                                                 Rona
23                          Restaurant la Pataterie Inc
24                        Esplanade Financière Sun Life
25                             Théâtre Denise-Pelletier
26                                  Restaurant Cabotins
27                                           Jean Coutu
28                                               Subway
29                                          Pizza Pizza
30                                       Les Princesses
31    Centre Denturologie Prothèses sur Implants Ric...
32                                  Essentiellement Sol
33                                          Couche-Tard
34                                  Malebasics Montréal
35                    Emondage St-Germain & Frères Ltée
36                                    Le Dîner Traiteur
37                           Urnerie Boutique Funéraire
38                                  Animalerie B l Enrg
39                             Entrepôt Public Montreal
40                                   Parc Saint-Clément
41                 Institut Linguistique Provincial Inc
42                            Marsolais Enterprises Inc
43                                                Re-No
44                            Statue de Maurice Richard
45                                  Bonne Bouffe Créole
46                                           Stld Autos
47                    Sablage de Plancher Daniel Daoust
48                                     Rémi Carrier Inc
Name: name, dtype: object","0       712
1       162
2       926
3        59
4       248
5        39
6       437
7        78
8       594
9       431
10      123
11       42
12      960
13      782
14      757
15      108
16      971
17      319
18      561
19      370
20      529
21      342
22      645
23      625
24      963
25      473
26      751
27      559
28      625
29      994
30      920
31      523
32      564
33      625
34      655
35      752
36      770
37      774
38      785
39      810
40      883
41      908
42      922
43      923
44      945
45      969
46      970
47      996
48    13895
Name: distance, dtype: int64","0     0.981981
1     0.954891
2     0.979212
3     0.943009
4     0.968571
5     0.962941
6     0.956097
7     0.919337
8     0.930078
9     0.943166
10    0.899491
11    0.970120
12    0.973082
13    0.927823
14    0.966159
15    0.992079
16    0.981781
17    0.983479
18    0.921849
19    0.970398
20    0.955790
21    0.983308
22    0.952215
23    0.978063
24    0.984557
25    0.932811
26    0.968329
27    0.960079
28    0.943280
29    0.842486
30    0.988446
31    0.131559
32    0.408972
33    0.920879
34    0.307150
35    0.298401
36    0.688939
37    0.073790
38    0.405489
39    0.981345
40    0.984264
41    0.931691
42    0.815553
43    0.090068
44    0.911566
45    0.723258
46    0.236543
47    0.338050
48    0.550629
Name: popularity, dtype: float64","0     9.0
1     8.8
2     8.7
3     8.6
4     8.6
5     8.6
6     8.5
7     8.5
8     8.5
9     8.4
10    8.4
11    8.3
12    8.3
13    8.2
14    8.2
15    8.2
16    8.0
17    7.9
18    7.9
19    7.9
20    7.8
21    7.7
22    7.6
23    7.4
24    7.3
25    7.1
26    6.7
27    6.3
28    6.3
29    6.2
30    5.6
31    NaN
32    NaN
33    NaN
34    NaN
35    NaN
36    NaN
37    NaN
38    NaN
39    NaN
40    NaN
41    NaN
42    NaN
43    NaN
44    NaN
45    NaN
46    NaN
47    NaN
48    NaN
Name: rating, dtype: float64","0     2.0
1     3.0
2     2.0
3     NaN
4     NaN
5     3.0
6     1.0
7     2.0
8     2.0
9     NaN
10    2.0
11    2.0
12    1.0
13    NaN
14    2.0
15    NaN
16    2.0
17    NaN
18    NaN
19    2.0
20    NaN
21    1.0
22    NaN
23    1.0
24    NaN
25    NaN
26    2.0
27    NaN
28    1.0
29    1.0
30    1.0
31    NaN
32    NaN
33    NaN
34    NaN
35    NaN
36    NaN
37    NaN
38    NaN
39    NaN
40    NaN
41    NaN
42    NaN
43    NaN
44    NaN
45    2.0
46    NaN
47    NaN
48    NaN
Name: price, dtype: float64"
45.52689,-73.57264,"0                           Parc la Fontaine
1                            Au Kouign-Amann
2                               Aux 33 Tours
3                  Café Myriade - le Plateau
4                          Le Moineau Masqué
5           Boulangerie les Co'Pains d'Abord
6                                  L'Express
7                       Le Club Espresso Bar
8                            Mamie Clafoutis
9                                 Le Parloir
10                        Valet d'Coeur Jeux
11    Grillade Portuguaise ma Poule Mouillée
12                                   Point G
13                    Les Chocolats de Chloé
14                               Renaud-Bray
15                        Théâtre la Licorne
16                   St-Viateur Bagel & Cafe
17                            Yokato Yokabai
18                                 Le Toledo
19                                 L'Echange
20                          La Distributrice
21                       Le Quartier Général
22                                Diese Onze
23                      Les Co'Pains d'Abord
24                                  Ô Breton
25                         Au Pied de Cochon
26                                 Mr. Puffs
27                               La Banquise
28         Boulangerie Pâtisserie Mr Pinchot
29                       Restaurant l'Avenue
30         Parc à chiens du Parc la Fontaine
31                         La Maison du Rôti
32                        La Distillerie No2
33                                      Zone
34                        Le Grand Cycle Enr
35                     Sushi Momo Végétalien
36                         Café le Loup Bleu
37                                Jean Coutu
38           Grenade - Resto-bar et terrasse
39                      Marché Saint-Jacques
40                        Bistro Tôt ou Tard
41                Église Saint-Jean-Baptiste
42                         Macbar et Fromage
43                                   Fitzroy
44                          Marché 3 Piliers
45                        Fromagerie Atwater
46                              Poutineville
47                               Le Terminal
48                                 Starbucks
49              RONA Quincaillerie Moussette
Name: name, dtype: object","0      264
1      942
2      522
3      958
4      455
5      666
6      755
7      839
8      988
9      346
10     802
11     280
12     493
13     522
14     781
15     773
16     524
17     783
18     927
19     718
20     843
21     819
22     704
23     827
24     513
25     533
26     700
27     241
28     295
29     601
30     546
31     836
32     919
33     721
34     783
35    1010
36     280
37     839
38     997
39     994
40     754
41     798
42     984
43     747
44    1010
45     977
46     982
47     758
48     707
49     982
Name: distance, dtype: int64","0     0.999622
1     0.968422
2     0.957389
3     0.969264
4     0.948946
5     0.962620
6     0.970163
7     0.964040
8     0.974074
9     0.959116
10    0.971083
11    0.986783
12    0.960108
13    0.806426
14    0.975165
15    0.948854
16    0.986213
17    0.961706
18    0.977784
19    0.969692
20    0.531611
21    0.905543
22    0.962170
23    0.961435
24    0.475590
25    0.957610
26    0.964125
27    0.994248
28    0.957496
29    0.967665
30    0.951230
31    0.909910
32    0.968493
33    0.965624
34    0.969371
35    0.935823
36    0.966694
37    0.982180
38    0.963455
39    0.990551
40    0.978134
41    0.955954
42    0.967023
43    0.975494
44    0.936222
45    0.907455
46    0.981959
47    0.972575
48    0.982073
49    0.927159
Name: popularity, dtype: float64","0     9.4
1     9.3
2     9.2
3     9.1
4     9.1
5     9.1
6     9.1
7     9.1
8     9.0
9     8.9
10    8.9
11    8.9
12    8.9
13    8.8
14    8.8
15    8.7
16    8.7
17    8.7
18    8.7
19    8.7
20    8.7
21    8.7
22    8.7
23    8.7
24    8.7
25    8.6
26    8.6
27    8.5
28    8.5
29    8.5
30    8.4
31    8.3
32    8.3
33    8.3
34    8.2
35    8.2
36    8.2
37    8.1
38    8.0
39    8.0
40    7.8
41    7.8
42    7.6
43    7.6
44    7.6
45    7.5
46    7.5
47    7.5
48    7.5
49    7.3
Name: rating, dtype: float64","0     NaN
1     2.0
2     NaN
3     1.0
4     1.0
5     1.0
6     3.0
7     1.0
8     2.0
9     2.0
10    NaN
11    1.0
12    1.0
13    NaN
14    NaN
15    NaN
16    1.0
17    2.0
18    1.0
19    NaN
20    1.0
21    3.0
22    NaN
23    1.0
24    NaN
25    3.0
26    1.0
27    1.0
28    1.0
29    2.0
30    NaN
31    NaN
32    2.0
33    NaN
34    NaN
35    2.0
36    1.0
37    NaN
38    2.0
39    NaN
40    1.0
41    NaN
42    NaN
43    2.0
44    NaN
45    NaN
46    2.0
47    2.0
48    1.0
49    NaN
Name: price, dtype: float64"
45.5534000891078,-73.66225451231003,"0                                       132 Bar Vintage
1                                   La fromagerie Hamel
2                                        La Bête à Pain
3                                           L'Estaminet
4                               Cafe le Petit Flore Inc
5                                  Citron que c'est bon
6                                          Les Cavistes
7                               Restaurant le St-Urbain
8                                         Parc Ahuntsic
9                                           Uber Cafbar
10                             Restaurant la Citronelle
11                               Boucherie Ça Va Barder
12                               Restaurant la Molisana
13                      Rachelle-Bery Produits Naturels
14                      SAQ Express-Lajeunesse - Fleury
15               IGA Alimentation Beaubien et Fille Inc
16                                     Martini Pizzeria
17                                           Jean Coutu
18                                           Jean Coutu
19                                          Iga Khetani
20                                               Subway
21                                       A&W Restaurant
22                                Resto la Poule Fleury
23                                     Pizzeria No. 900
24                                           Pharmaprix
25                                          Frite Alors
26                                      Copie Litho Pro
27                          Place Lajeunesse, phase III
28                                     Dagenais Martine
29                      Ecole Wing Chun Nam Anh Kung Fu
30                                   Cordonnerie Biagio
31                              Patrick St-Onge Habitat
32                       Tutti Frutti déjeuner et diner
33                            Ecole St-Paul-DE-LA-Croix
34                                         CLC Ahuntsic
35                                     Ecole Marie-Anne
36                                          Couche-Tard
37                                 Realisation Cool Inc
38    Centre de santé et d'esthétique dentaire d'Ahu...
39                        Centre Islamique Libanais Inc
40                                         Double Pizza
41                                            Pizza Hut
42                                 Depanneur le Service
43                                  Complexe Port Royal
44                                       Eglise St-Ivan
45                              Les Chevaliers du Liban
46                                  Cathedrale St-Maron
47       Eglise Orthodoxe d'Antioche de la Vierge Marie
48                                  Dr. Langlois Nicole
49                                        Clsc Ahuntsic
Name: name, dtype: object","0     810
1     511
2     784
3     837
4     634
5     710
6     907
7     754
8     251
9     553
10    924
11    704
12    556
13    459
14    178
15    586
16    928
17    954
18    758
19    467
20    881
21    544
22    887
23    565
24    548
25    804
26    432
27    549
28    580
29    617
30    624
31    647
32    654
33    668
34    685
35    698
36    699
37    708
38    721
39    756
40    766
41    778
42    804
43    807
44    816
45    830
46    831
47    834
48    900
49    904
Name: distance, dtype: int64","0     0.935309
1     0.955469
2     0.950923
3     0.938506
4     0.958795
5     0.928986
6     0.949474
7     0.938427
8     0.991622
9     0.954748
10    0.911459
11    0.911666
12    0.903852
13    0.977563
14    0.975358
15    0.992043
16    0.973067
17    0.989831
18    0.973374
19    0.914042
20    0.939812
21    0.974131
22    0.922799
23    0.951972
24    0.986441
25    0.937892
26    0.719419
27    0.651823
28    0.860227
29    0.022951
30    0.009805
31    0.671327
32    0.945292
33    0.191969
34    0.179972
35    0.085558
36    0.981481
37    0.387541
38    0.622228
39    0.221956
40    0.350889
41    0.954848
42    0.893803
43    0.969934
44    0.889821
45    0.104220
46    0.972760
47    0.943872
48    0.262969
49    0.994869
Name: popularity, dtype: float64","0     8.3
1     8.3
2     8.0
3     8.0
4     7.9
5     7.9
6     7.9
7     7.8
8     7.5
9     7.5
10    7.3
11    7.0
12    7.0
13    7.0
14    6.9
15    6.9
16    6.8
17    6.6
18    6.6
19    6.6
20    6.6
21    6.5
22    6.3
23    6.3
24    6.1
25    6.1
26    NaN
27    NaN
28    NaN
29    NaN
30    NaN
31    NaN
32    NaN
33    NaN
34    NaN
35    NaN
36    NaN
37    NaN
38    NaN
39    NaN
40    NaN
41    NaN
42    NaN
43    NaN
44    NaN
45    NaN
46    NaN
47    NaN
48    NaN
49    NaN
Name: rating, dtype: float64","0     3.0
1     NaN
2     1.0
3     NaN
4     1.0
5     NaN
6     2.0
7     3.0
8     NaN
9     2.0
10    2.0
11    NaN
12    3.0
13    NaN
14    NaN
15    NaN
16    1.0
17    NaN
18    NaN
19    NaN
20    1.0
21    1.0
22    1.0
23    1.0
24    NaN
25    NaN
26    NaN
27    NaN
28    NaN
29    NaN
30    NaN
31    NaN
32    1.0
33    NaN
34    NaN
35    NaN
36    NaN
37    NaN
38    NaN
39    NaN
40    1.0
41    1.0
42    NaN
43    NaN
44    NaN
45    NaN
46    NaN
47    NaN
48    NaN
49    NaN
Name: price, dtype: float64"
45.55984236120471,-73.61544728279114,"0                        Marché Aux Puces St-Michel
1                 SAQ Sélection-Papineau - Crémazie
2                                       Tim Hortons
3                         Poissonnerie Méditerranée
4                                          Pho Ngon
5     Cirque du Soleil - Siège Social International
6            Boulangerie & Pâtisserie Tillemont Inc
7                               Marché Kim Hour Inc
8                            Restaurant Pho Nam Inc
9                              Restaurant Deli-Plus
10                                           Subway
11                                         Harvey's
12                               Pharmaprix - Jarry
13                                 Rcf Cobuzzi Enrg
14                                  Jacques Bernard
15                                        Joe Fresh
16                           Parc Nicolas Tillemont
17                          Réfrigération G E S Inc
18                          Attache de Remorque DPB
19           École primaire Saint-Grégoire-le-Grand
20                                          Pho Lam
21                                     Video Malibu
22                                      Le Gras Dur
23                                      Couche-Tard
24                                  Arena St-Michel
25                           Professeur Abdoul Aziz
26           Clinique Vétérinaire Villeray-Papineau
27                  Entreprises Paul E Marcotte Inc
Name: name, dtype: object","0      859
1      757
2      749
3      812
4      655
5      198
6      851
7      834
8      849
9      986
10     663
11     610
12     738
13     403
14     548
15     618
16     649
17     668
18     774
19     779
20     810
21     832
22     855
23     873
24     912
25     986
26    1016
27    4455
Name: distance, dtype: int64","0     0.993078
1     0.982709
2     0.997652
3     0.962855
4     0.986120
5     0.976507
6     0.982851
7     0.991415
8     0.968885
9     0.979347
10    0.966523
11    0.991964
12    0.999065
13    0.278597
14    0.069458
15    0.764399
16    0.994876
17    0.042997
18    0.577540
19    0.540296
20    0.951801
21    0.195815
22    0.929899
23    0.996931
24    0.992393
25    0.777595
26    0.161097
27    0.149564
Name: popularity, dtype: float64","0     8.1
1     7.9
2     7.9
3     7.9
4     7.8
5     7.7
6     7.3
7     6.9
8     6.5
9     6.3
10    6.2
11    6.2
12    6.2
13    NaN
14    NaN
15    NaN
16    NaN
17    NaN
18    NaN
19    NaN
20    NaN
21    NaN
22    NaN
23    NaN
24    NaN
25    NaN
26    NaN
27    NaN
Name: rating, dtype: float64","0     NaN
1     NaN
2     1.0
3     1.0
4     2.0
5     NaN
6     1.0
7     1.0
8     2.0
9     1.0
10    1.0
11    NaN
12    NaN
13    NaN
14    NaN
15    NaN
16    NaN
17    NaN
18    NaN
19    NaN
20    2.0
21    NaN
22    NaN
23    NaN
24    NaN
25    NaN
26    NaN
27    NaN
Name: price, dtype: float64"
45.5457759528664,-73.56217458844185,"0                                    Hoogan et Beaufort
1                                       Parc du Pélican
2                                           Parc Lafond
3                                     Odessa l'Entrepôt
4                                      Dépanneur Peluso
5                          SAQ Sélection-Ateliers Angus
6                                          Parc Baldwin
7                                       Mamie Clafoutis
8                         Boulangerie Au Pain Dore Ltee
9                                      Piri Piri Masson
10                                            Boni-Soir
11                                        Velo Montreal
12                                            Joe Fresh
13                               Maneki Comptoir Asiat'
14                                             Labarake
15                               Arena Francis Bouillon
16                         Restaurant la Belle Province
17                           Rôtisseries Benny & Au Coq
18                                          Tim Hortons
19                              Restaurant Cafe Tex-Mex
20                             Parc Raymond-Préfontaine
21                                          Couche-Tard
22                                          Bento Sushi
23                        Les Appartements Square Angus
24                                     Brisson Peinture
25                           Clinique Podiatrique Angus
26                                 Machinerie Plus Ltée
27                           Dépanneur 7jours Hochelaga
28                                     École le Vitrail
29                                      Marché Dussault
30                                              Morelli
31                             Spvm bureau de taxi SAAQ
32                                     Jardin Intérieur
33                                           Parc Canin
34                                        Caserne 18-30
35    Proxim pharmacie affiliée - Rana Khattar et La...
36                                          Marché Axep
37                                 Dr. Di Nolfo Charles
38                           Acupuncture Julie Bergamin
39                                   St-Albert-Le-Grand
40                               Nissan Gabriel Plateau
41                         Mission Notre Dame d'Afrique
Name: name, dtype: object","0      416
1      934
2      712
3      774
4      973
5      267
6     1102
7      432
8      984
9     1007
10     961
11     850
12     154
13     714
14     124
15     932
16     991
17     824
18     888
19     978
20     756
21     847
22     108
23     109
24     596
25     687
26     721
27     735
28     745
29     774
30     798
31     822
32     852
33     860
34     889
35     925
36     945
37     955
38     957
39     958
40    1039
41    1159
Name: distance, dtype: int64","0     0.949267
1     0.996696
2     0.994848
3     0.973039
4     0.972011
5     0.986805
6     0.996881
7     0.950673
8     0.962577
9     0.964318
10    0.933096
11    0.942466
12    0.991543
13    0.893568
14    0.958852
15    0.964653
16    0.987397
17    0.941853
18    0.993163
19    0.971169
20    0.973381
21    0.936986
22    0.856002
23    0.467133
24    0.259201
25    0.047792
26    0.351110
27    0.058996
28    0.555296
29    0.949510
30    0.111677
31    0.840552
32    0.257138
33    0.990402
34    0.545655
35    0.493096
36    0.948518
37    0.708714
38    0.382517
39    0.945778
40    0.941710
41    0.091160
Name: popularity, dtype: float64","0     8.7
1     8.7
2     8.7
3     8.7
4     8.5
5     8.4
6     8.1
7     7.9
8     7.8
9     7.8
10    7.8
11    7.4
12    7.3
13    7.2
14    6.6
15    6.6
16    6.4
17    6.3
18    6.3
19    6.1
20    6.0
21    5.8
22    NaN
23    NaN
24    NaN
25    NaN
26    NaN
27    NaN
28    NaN
29    NaN
30    NaN
31    NaN
32    NaN
33    NaN
34    NaN
35    NaN
36    NaN
37    NaN
38    NaN
39    NaN
40    NaN
41    NaN
Name: rating, dtype: float64","0     NaN
1     NaN
2     NaN
3     NaN
4     NaN
5     NaN
6     NaN
7     1.0
8     1.0
9     2.0
10    NaN
11    NaN
12    NaN
13    2.0
14    3.0
15    NaN
16    1.0
17    2.0
18    1.0
19    NaN
20    NaN
21    NaN
22    NaN
23    NaN
24    NaN
25    NaN
26    NaN
27    NaN
28    NaN
29    NaN
30    2.0
31    NaN
32    NaN
33    NaN
34    NaN
35    NaN
36    NaN
37    NaN
38    NaN
39    NaN
40    NaN
41    NaN
Name: price, dtype: float64"
45.55988367688166,-73.63356828689575,"0                                                Le Taz
1                           Stade de soccer de Montréal
2                     SAQ Sélection-Papineau - Crémazie
3                         Toiture Montréal Steve Kruega
4                                              Projet45
5                                           Couche-Tard
6        Proxim pharmacie affiliée - Ahrid et Moustapha
7     Parc Frédéric-Back – Complexe environnemental ...
8                                    Monsieur Baignoire
9                               Le Off Packers' Stadium
10                                    Auvents de Venise
11                  Clinique Dentaire Christophe Colomb
12                                   Parc Jean-martucci
13                         Clinique Medicale St-Sulpice
14                                          Club Gymnix
15                Physiothérapie du Sport du Québec Inc
16                            S Bergeron Électrique Inc
17                                          Café Vienne
18                                           L'Oeufrier
19    Moteurs et Piscinemoteurs et Piscines Sainte R...
Name: name, dtype: object","0     149
1     470
2     899
3     114
4     327
5     340
6     340
7     409
8     492
9     532
10    686
11    695
12    710
13    722
14    799
15    833
16    909
17    935
18    981
19    995
Name: distance, dtype: int64","0     0.976850
1     0.985206
2     0.982709
3     0.564538
4     0.297230
5     0.958152
6     0.215155
7     0.997752
8     0.303553
9     0.970534
10    0.457949
11    0.750890
12    0.217567
13    0.027496
14    0.288246
15    0.275571
16    0.440472
17    0.961656
18    0.991529
19    0.219472
Name: popularity, dtype: float64","0     8.6
1     8.2
2     7.9
3     NaN
4     NaN
5     NaN
6     NaN
7     NaN
8     NaN
9     NaN
10    NaN
11    NaN
12    NaN
13    NaN
14    NaN
15    NaN
16    NaN
17    NaN
18    NaN
19    NaN
Name: rating, dtype: float64","0     NaN
1     NaN
2     NaN
3     NaN
4     NaN
5     NaN
6     NaN
7     NaN
8     NaN
9     NaN
10    NaN
11    NaN
12    NaN
13    NaN
14    NaN
15    NaN
16    NaN
17    1.0
18    1.0
19    NaN
Name: price, dtype: float64"
45.5616903,-73.610512,"0                        Marché Aux Puces St-Michel
1                         Poissonnerie Méditerranée
2                                          Pho Ngon
3     Cirque du Soleil - Siège Social International
4                                 Aliments Kim Phat
5                               Nam Quan Restaurant
6                                       Sami Fruits
7                               Marché Kim Hour Inc
8                                        Pharmaprix
9                            Restaurant Pho Nam Inc
10                                           Subway
11                                         Harvey's
12                               Pharmaprix - Jarry
13                                 Rcf Cobuzzi Enrg
14                                  Jacques Bernard
15                          Réfrigération G E S Inc
16                                          Pho Lam
17                           Parc Nicolas Tillemont
18                                      Couche-Tard
19                  Entreprises Paul E Marcotte Inc
Name: name, dtype: object","0      432
1      386
2      226
3      336
4      903
5      620
6      952
7      420
8      789
9      414
10     229
11     188
12     382
13     455
14     518
15     704
16     766
17     777
18     846
19    4332
Name: distance, dtype: int64","0     0.993078
1     0.962855
2     0.986120
3     0.976507
4     0.999229
5     0.987989
6     0.998901
7     0.991415
8     0.932725
9     0.968885
10    0.966523
11    0.991964
12    0.999065
13    0.278597
14    0.069458
15    0.042997
16    0.951801
17    0.994876
18    0.996931
19    0.149564
Name: popularity, dtype: float64","0     8.1
1     7.9
2     7.8
3     7.7
4     7.5
5     7.5
6     6.9
7     6.9
8     6.6
9     6.5
10    6.2
11    6.2
12    6.2
13    NaN
14    NaN
15    NaN
16    NaN
17    NaN
18    NaN
19    NaN
Name: rating, dtype: float64","0     NaN
1     1.0
2     2.0
3     NaN
4     NaN
5     2.0
6     NaN
7     1.0
8     NaN
9     2.0
10    1.0
11    NaN
12    NaN
13    NaN
14    NaN
15    NaN
16    2.0
17    NaN
18    NaN
19    NaN
Name: price, dtype: float64"
45.53830765459552,-73.6548838019371,"0                            Mec
1     Restaurant Nostos Souvlaki
2       Patisseries Amal Bohsali
3                         Tzanet
4                    Gentile Bar
5                        Winners
6            Calvin Klein Outlet
7                      Bulk Barn
8                      Marshalls
9                 Parc St-Benoît
10                 Ghossoub Hani
Name: name, dtype: object","0     722
1     694
2     954
3     719
4      32
5     323
6     494
7     550
8     354
9     894
10    968
Name: distance, dtype: int64","0     0.981331
1     0.999244
2     0.966652
3     0.987447
4     0.948575
5     0.997203
6     0.994434
7     0.965010
8     0.994712
9     0.991865
10    0.763036
Name: popularity, dtype: float64","0     9.1
1     8.9
2     8.4
3     8.3
4     8.3
5     8.2
6     8.1
7     8.0
8     7.8
9     NaN
10    NaN
Name: rating, dtype: float64","0     NaN
1     2.0
2     1.0
3     NaN
4     2.0
5     NaN
6     NaN
7     NaN
8     NaN
9     NaN
10    NaN
Name: price, dtype: float64"
45.55675103297278,-73.66716161370277,"0        La fromagerie Hamel
1                L'Estaminet
2    Cafe le Petit Flore Inc
3              Parc Ahuntsic
4                 Pharmaprix
5       Depanneur le Service
6           Dagenais Martine
7            Copie Litho Pro
8                     Subway
Name: name, dtype: object","0    603
1    823
2    681
3    289
4    891
5    849
6    893
7    946
8    986
Name: distance, dtype: int64","0    0.955469
1    0.938506
2    0.958795
3    0.991622
4    0.986441
5    0.893803
6    0.860227
7    0.719419
8    0.912358
Name: popularity, dtype: float64","0    8.3
1    8.0
2    7.9
3    7.5
4    6.1
5    NaN
6    NaN
7    NaN
8    NaN
Name: rating, dtype: float64","0    NaN
1    NaN
2    1.0
3    NaN
4    NaN
5    NaN
6    NaN
7    NaN
8    1.0
Name: price, dtype: float64"
